"name";"type";"url";"likely_already_qms";"likely_qms_layers";"overlay";"license_url";"attribution_text";"attribution_url";"available_projections";"id"
"OS Town Plans, Cupar 1893-1894 (NLS)";"tms";"http://geo.nls.uk/maps/towns/cupar1893/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Cupar 1893-1894";"http://maps.nls.uk/townplans/cupar_2.html";"";"NLS_cupar1893_1894"
"OS Town Plans, Dalkeith 1852 (NLS)";"tms";"http://geo.nls.uk/maps/towns/dalkeith1852/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Dalkeith 1852";"http://maps.nls.uk/townplans/dalkeith_1.html";"";"NLS_dalkeith1852"
"OS Town Plans, Dalkeith 1893 (NLS)";"tms";"http://geo.nls.uk/maps/towns/dalkeith1893/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Dalkeith 1893";"http://maps.nls.uk/townplans/dalkeith_2.html";"";"NLS_dalkeith1893"
"OS Town Plans, Dumbarton 1859 (NLS)";"tms";"http://geo.nls.uk/maps/towns/dumbarton/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Dumbarton 1859";"http://maps.nls.uk/townplans/dumbarton.html";"";"NLS_dumbarton1859"
"OS Town Plans, Dumfries 1850 (NLS)";"tms";"http://geo.nls.uk/maps/towns/dumfries1850/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Dumfries 1850";"http://maps.nls.uk/townplans/dumfries_1.html";"";"NLS_dumfries1850"
"OS Town Plans, Dumfries 1893 (NLS)";"tms";"http://geo.nls.uk/maps/towns/dumfries1893/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Dumfries 1893";"http://maps.nls.uk/townplans/dumfries_2.html";"";"NLS_dumfries1893"
"OS Town Plans, Dundee 1857-1858 (NLS)";"tms";"http://geo.nls.uk/maps/towns/dundee1857/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Dundee 1857-1858";"http://maps.nls.uk/townplans/dundee_1.html";"";"NLS_dundee1857_1858"
"OS Town Plans, Dundee 1870-1872 (NLS)";"tms";"http://geo.nls.uk/maps/towns/dundee1870/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Dundee 1870-1872";"http://maps.nls.uk/townplans/dundee_2.html";"";"NLS_dundee1870_1872"
"OS Town Plans, Dunfermline 1854 (NLS)";"tms";"http://geo.nls.uk/maps/towns/dunfermline1854/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Dunfermline 1854";"http://maps.nls.uk/townplans/dunfermline_1.html";"";"NLS_dunfermline1854"
"OS Town Plans, Dunfermline 1894 (NLS)";"tms";"http://geo.nls.uk/maps/towns/dunfermline1893/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Dunfermline 1894";"http://maps.nls.uk/townplans/dunfermline_2.html";"";"NLS_dunfermline1894"
"OS Town Plans, Edinburgh 1849-1851 (NLS)";"tms";"http://geo.nls.uk/maps/towns/edinburgh1849/{zoom}/{x}/{y}.png";"False";"[]";"";"";"National Library of Scotland - Edinburgh 1849-1851";"http://maps.nls.uk/townplans/edinburgh1056_1.html";"";"NLS_edinburgh1849_1851"
"OS Town Plans, Edinburgh 1876-1877 (NLS)";"tms";"http://geo.nls.uk/maps/towns/edinburgh1876/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Edinburgh 1876-1877";"http://maps.nls.uk/townplans/edinburgh1056_2.html";"";"NLS_edinburgh1876_1877"
"OS Town Plans, Edinburgh 1893-1894 (NLS)";"tms";"http://geo.nls.uk/maps/towns/edinburgh1893/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Edinburgh 1893-1894";"http://maps.nls.uk/townplans/edinburgh500.html";"";"NLS_edinburgh1893_1894"
"OS Town Plans, Elgin 1868 (NLS)";"tms";"http://geo.nls.uk/maps/towns/elgin/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Elgin 1868";"http://maps.nls.uk/townplans/elgin.html";"";"NLS_elgin1868"
"OS Town Plans, Falkirk 1858-1859 (NLS)";"tms";"http://geo.nls.uk/maps/towns/falkirk/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Falkirk 1858-1859";"http://maps.nls.uk/townplans/falkirk.html";"";"NLS_falkirk1858_1859"
"OS Town Plans, Forfar 1860-1861 (NLS)";"tms";"http://geo.nls.uk/maps/towns/forfar/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Forfar 1860-1861";"http://maps.nls.uk/townplans/forfar.html";"";"NLS_forfar1860_1861"
"OS Town Plans, Forres 1868 (NLS)";"tms";"http://geo.nls.uk/maps/towns/forres/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Forres 1868";"http://maps.nls.uk/townplans/forres.html";"";"NLS_forres1868"
"OS Town Plans, Galashiels 1858 (NLS)";"tms";"http://geo.nls.uk/maps/towns/galashiels/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Galashiels 1858";"http://maps.nls.uk/townplans/galashiels.html";"";"NLS_galashiels1858"
"OS Town Plans, Girvan 1857 (NLS)";"tms";"http://geo.nls.uk/maps/towns/girvan/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Girvan 1857";"http://maps.nls.uk/townplans/girvan.html";"";"NLS_girvan1857"
"OS Town Plans, Glasgow 1857-1858 (NLS)";"tms";"http://geo.nls.uk/maps/towns/glasgow1857/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Glasgow 1857-1858";"http://maps.nls.uk/townplans/glasgow_1.html";"";"NLS_glasgow1857_1858"
"OS Town Plans, Glasgow 1892-1894 (NLS)";"tms";"http://geo.nls.uk/maps/towns/glasgow1894/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Glasgow 1892-1894";"http://maps.nls.uk/townplans/glasgow_2.html";"";"NLS_glasgow1892_1894"
"OS Town Plans, Greenock 1857 (NLS)";"tms";"http://geo.nls.uk/maps/towns/greenock/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Greenock 1857";"http://maps.nls.uk/townplans/greenock.html";"";"NLS_greenock1857"
"OS Town Plans, Haddington 1853 (NLS)";"tms";"http://geo.nls.uk/maps/towns/haddington1853/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Haddington 1853";"http://maps.nls.uk/townplans/haddington_1.html";"";"NLS_haddington1853"
"OS Town Plans, Haddington 1893 (NLS)";"tms";"http://geo.nls.uk/maps/towns/haddington1893/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Haddington 1893";"http://maps.nls.uk/townplans/haddington_2.html";"";"NLS_haddington1893"
"OS Town Plans, Hamilton 1858 (NLS)";"tms";"http://geo.nls.uk/maps/towns/hamilton/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Hamilton 1858";"http://maps.nls.uk/townplans/hamilton.html";"";"NLS_hamilton1858"
"OS Town Plans, Hawick 1857-1858 (NLS)";"tms";"http://geo.nls.uk/maps/towns/hawick/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Hawick 1857-1858";"http://maps.nls.uk/townplans/hawick.html";"";"NLS_hawick1857_1858"
"OS Town Plans, Inverness 1867-1868 (NLS)";"tms";"http://geo.nls.uk/maps/towns/inverness/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Inverness 1867-1868";"http://maps.nls.uk/townplans/inverness.html";"";"NLS_inverness1867_1868"
"OS Town Plans, Irvine 1859 (NLS)";"tms";"http://geo.nls.uk/maps/towns/irvine/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Irvine 1859";"http://maps.nls.uk/townplans/irvine.html";"";"NLS_irvine1859"
"OS Town Plans, Jedburgh 1858 (NLS)";"tms";"http://geo.nls.uk/maps/towns/jedburgh/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Jedburgh 1858";"http://maps.nls.uk/townplans/jedburgh.html";"";"NLS_jedburgh1858"
"OS Town Plans, Kelso 1857 (NLS)";"tms";"http://geo.nls.uk/maps/towns/kelso/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Kelso 1857";"http://maps.nls.uk/townplans/kelso.html";"";"NLS_kelso1857"
"OS Town Plans, Kilmarnock 1857-1859 (NLS)";"tms";"http://geo.nls.uk/maps/towns/kilmarnock/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Kilmarnock 1857-1859";"http://maps.nls.uk/townplans/kilmarnock.html";"";"NLS_kilmarnock1857_1859"
"OS Town Plans, Kirkcaldy 1855 (NLS)";"tms";"http://geo.nls.uk/maps/towns/kirkcaldy1855/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Kirkcaldy 1855";"http://maps.nls.uk/townplans/kirkcaldy_1.html";"";"NLS_kirkcaldy1855"
"OS Town Plans, Kirkcaldy 1894 (NLS)";"tms";"http://geo.nls.uk/maps/towns/kirkcaldy1894/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Kirkcaldy 1894";"http://maps.nls.uk/townplans/kirkcaldy_2.html";"";"NLS_kirkcaldy1894"
"OS Town Plans, Kirkcudbright 1850 (NLS)";"tms";"http://geo.nls.uk/maps/towns/kirkcudbright1850/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Kirkcudbright 1850";"http://maps.nls.uk/townplans/kirkcudbright_1.html";"";"NLS_kirkcudbright1850"
"OS Town Plans, Kirkcudbright 1893 (NLS)";"tms";"http://geo.nls.uk/maps/towns/kirkcudbright1893/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Kirkcudbright 1893";"http://maps.nls.uk/townplans/kirkcudbright_2.html";"";"NLS_kirkcudbright1893"
"OS Town Plans, Kirkintilloch 1859 (NLS)";"tms";"http://geo.nls.uk/maps/towns/kirkintilloch/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Kirkintilloch 1859";"http://maps.nls.uk/townplans/kirkintilloch.html";"";"NLS_kirkintilloch1859"
"OS Town Plans, Kirriemuir 1861 (NLS)";"tms";"http://geo.nls.uk/maps/towns/kirriemuir/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Kirriemuir 1861";"http://maps.nls.uk/townplans/kirriemuir.html";"";"NLS_kirriemuir1861"
"OS Town Plans, Lanark 1858 (NLS)";"tms";"http://geo.nls.uk/maps/towns/lanark/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Lanark 1858";"http://maps.nls.uk/townplans/lanark.html";"";"NLS_lanark1858"
"OS Town Plans, Linlithgow 1856 (NLS)";"tms";"http://geo.nls.uk/maps/towns/linlithgow/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Linlithgow 1856";"http://maps.nls.uk/townplans/linlithgow.html";"";"NLS_linlithgow1856"
"OS Town Plans, Mayole 1856-1857 (NLS)";"tms";"http://geo.nls.uk/maps/towns/maybole/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Mayole 1856-1857";"http://maps.nls.uk/townplans/maybole.html";"";"NLS_maybole1856_1857"
"OS Town Plans, Montrose 1861-1862 (NLS)";"tms";"http://geo.nls.uk/maps/towns/montrose/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Montrose 1861-1862";"http://maps.nls.uk/townplans/montrose.html";"";"NLS_montrose1861_1862"
"OS Town Plans, Musselburgh 1853 (NLS)";"tms";"http://geo.nls.uk/maps/towns/musselburgh1853/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Musselburgh 1853";"http://maps.nls.uk/townplans/musselburgh_1.html";"";"NLS_musselburgh1853"
"OS Town Plans, Musselburgh 1893 (NLS)";"tms";"http://geo.nls.uk/maps/towns/musselburgh1893/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Musselburgh 1893";"http://maps.nls.uk/townplans/musselburgh_2.html";"";"NLS_musselburgh1893"
"OS Town Plans, Nairn 1867-1868 (NLS)";"tms";"http://geo.nls.uk/maps/towns/nairn/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Nairn 1867-1868";"http://maps.nls.uk/townplans/nairn.html";"";"NLS_nairn1867_1868"
"OS Town Plans, Oban 1867-1868 (NLS)";"tms";"http://geo.nls.uk/maps/towns/oban/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Oban 1867-1868";"http://maps.nls.uk/townplans/oban.html";"";"NLS_oban1867_1868"
"OS Town Plans, Paisley 1858 (NLS)";"tms";"http://geo.nls.uk/maps/towns/paisley/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Paisley 1858";"http://maps.nls.uk/townplans/paisley.html";"";"NLS_paisley1858"
"OS Town Plans, Peebles 1856 (NLS)";"tms";"http://geo.nls.uk/maps/towns/peebles/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Peebles 1856";"http://maps.nls.uk/townplans/peebles.html";"";"NLS_peebles1856"
"OS Town Plans, Perth 1860 (NLS)";"tms";"http://geo.nls.uk/maps/towns/perth/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Perth 1860";"http://maps.nls.uk/townplans/perth.html";"";"NLS_perth1860"
"OS Town Plans, Peterhead 1868 (NLS)";"tms";"http://geo.nls.uk/maps/towns/peterhead/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Peterhead 1868";"http://maps.nls.uk/townplans/peterhead";"";"NLS_peterhead1868"
"OS Town Plans, Port Glasgow 1856-1857 (NLS)";"tms";"http://geo.nls.uk/maps/towns/portglasgow/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Port Glasgow 1856-1857";"http://maps.nls.uk/townplans/port-glasgow.html";"";"NLS_portglasgow1856_1857"
"OS Town Plans, Portobello 1893-1894 (NLS)";"tms";"http://geo.nls.uk/maps/towns/portobello/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Portobello 1893-1894";"http://maps.nls.uk/townplans/portobello.html";"";"NLS_portobello1893_1894"
"OS Town Plans, Rothesay 1862-1863 (NLS)";"tms";"http://geo.nls.uk/maps/towns/rothesay/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Rothesay 1862-1863";"http://maps.nls.uk/townplans/rothesay.html";"";"NLS_rothesay1862_1863"
"OS Town Plans, Selkirk 1865 (NLS)";"tms";"http://geo.nls.uk/maps/towns/selkirk/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Selkirk 1865";"http://maps.nls.uk/townplans/selkirk.html";"";"NLS_selkirk1865"
"OS Town Plans, St Andrews 1854 (NLS)";"tms";"http://geo.nls.uk/maps/towns/standrews1854/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - St Andrews 1854";"http://maps.nls.uk/townplans/st-andrews_1.html";"";"NLS_standrews1854"
"OS Town Plans, St Andrews 1893 (NLS)";"tms";"http://geo.nls.uk/maps/towns/standrews1893/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - St Andrews 1893";"http://maps.nls.uk/townplans/st-andrews_2.html";"";"NLS_standrews1893"
"OS Town Plans, Stirling 1858 (NLS)";"tms";"http://geo.nls.uk/maps/towns/stirling/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Stirling 1858";"http://maps.nls.uk/townplans/stirling.html";"";"NLS_stirling1858"
"OS Town Plans, Stonehaven 1864 (NLS)";"tms";"http://geo.nls.uk/maps/towns/stonehaven/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Stonehaven 1864";"http://maps.nls.uk/townplans/stonehaven.html";"";"NLS_stonehaven1864"
"OS Town Plans, Stranraer 1847 (NLS)";"tms";"http://geo.nls.uk/maps/towns/stranraer1847/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Stranraer 1847";"http://maps.nls.uk/townplans/stranraer_1.html";"";"NLS_stranraer1847"
"OS Town Plans, Stranraer 1863-1877 (NLS)";"tms";"http://geo.nls.uk/maps/towns/stranraer1867/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Stranraer 1863-1877";"http://maps.nls.uk/townplans/stranraer_1a.html";"";"NLS_stranraer1867_1877"
"OS Town Plans, Stranraer 1893 (NLS)";"tms";"http://geo.nls.uk/maps/towns/stranraer1893/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Stranraer 1893";"http://maps.nls.uk/townplans/stranraer_2.html";"";"NLS_stranraer1893"
"OS Town Plans, Strathaven 1858 (NLS)";"tms";"http://geo.nls.uk/maps/towns/strathaven/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Strathaven 1858";"http://maps.nls.uk/townplans/strathaven.html";"";"NLS_strathaven1858"
"OS Town Plans, Wick 1872 (NLS)";"tms";"http://geo.nls.uk/maps/towns/wick/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Wick 1872";"http://maps.nls.uk/townplans/wick.html";"";"NLS_wick1872"
"OS Town Plans, Wigtown 1848 (NLS)";"tms";"http://geo.nls.uk/maps/towns/wigtown1848/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Wigtown 1848";"http://maps.nls.uk/townplans/wigtown_1.html";"";"NLS_wigtown1848"
"OS Town Plans, Wigtown 1894 (NLS)";"tms";"http://geo.nls.uk/maps/towns/wigtown1894/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Wigtown 1894";"http://maps.nls.uk/townplans/wigtown_2.html";"";"NLS_wigtown1894"
"OS 1:25k historic (OSM)";"tms";"http://ooc.openstreetmap.org/os1/{zoom}/{x}/{y}.jpg";"True";"[u'http://tile.openstreetmap.org/{z}/{x}/{y}.png', u'http://gps-a.tile.openstreetmap.org/lines/{z}/{x}/{y}.png']";"";"";"";"";"";"OS-historic-25k-OSM_Limited"
"OS New Popular Edition historic";"tms";"http://ooc.openstreetmap.org/npe/{zoom}/{x}/{y}.png";"True";"[u'http://tile.openstreetmap.org/{z}/{x}/{y}.png', u'http://gps-a.tile.openstreetmap.org/lines/{z}/{x}/{y}.png']";"";"";"";"";"";"OS-New_Popular_Edition-historic"
"OS OpenData Locator";"tms";"http://tiles.itoworld.com/os_locator/{zoom}/{x}/{y}.png";"False";"[]";"True";"";"";"";"";"OS-OpenData_Locator"
"OS OpenData StreetView";"tms";"http://os.openstreetmap.org/sv/{zoom}/{x}/{y}.png";"True";"[u'http://tile.openstreetmap.org/{z}/{x}/{y}.png', u'http://gps-a.tile.openstreetmap.org/lines/{z}/{x}/{y}.png']";"";"";"";"";"";"OS-OpenData_StreetView"
"OS Scottish Popular historic";"tms";"http://ooc.openstreetmap.org/npescotland/tiles/{zoom}/{x}/{y}.jpg";"True";"[u'http://tile.openstreetmap.org/{z}/{x}/{y}.png', u'http://gps-a.tile.openstreetmap.org/lines/{z}/{x}/{y}.png']";"";"";"";"";"";"OS-Scottish_Popular-historic"
"Surrey Air Survey";"tms";"http://gravitystorm.dev.openstreetmap.org/surrey/{zoom}/{x}/{y}.png";"True";"[u'http://tile.openstreetmap.org/{z}/{x}/{y}.png', u'http://gps-a.tile.openstreetmap.org/lines/{z}/{x}/{y}.png']";"";"";"";"";"";"Surrey-Air_Survey"
"Budapest district XII ortophoto 2013";"wms";"http://turistautak.openstreetmap.hu/kolesar/wms/Budapest-XII/?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=Ortofot%C3%B3%202013&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"http://wiki.openstreetmap.org/wiki/WikiProject_Hungary/Ortofot%C3%B3k";"Budapest XII. kerület önkormányzata";"http://www.hegyvidek.hu/";"[u'EPSG:23700']";"Budapest_XII_2013"
"Danube flood ortophoto 2013";"tms";"http://e.tile.openstreetmap.hu/dunai-arviz-2013/{zoom}/{x}/{y}.jpg";"False";"[]";"";"http://wiki.openstreetmap.org/wiki/WikiProject_Hungary/Ortofot%C3%B3k";"Fotótérkép.hu";"http://fototerkep.hu/";"";"Duna_2013"
"FÖMI ortofotó 2000";"tms";"http://e.tile.openstreetmap.hu/ortofoto2000/{zoom}/{x}/{y}.jpg";"False";"[]";"";"http://e.tile.openstreetmap.hu/ortofoto2000/license.txt";"Földmérési és Távérzékelési Intézet";"http://www.fomi.hu/";"";"FOMI_2000"
"FÖMI ortofotó 2005";"tms";"http://e.tile.openstreetmap.hu/ortofoto2005/{zoom}/{x}/{y}.jpg";"False";"[]";"";"http://e.tile.openstreetmap.hu/ortofoto2005/license.txt";"Földmérési és Távérzékelési Intézet";"http://www.fomi.hu/";"";"FOMI_2005"
"Szeged ortophoto 2011";"tms";"http://e.tile.openstreetmap.hu/szeged-2011-10cm/{zoom}/{x}/{y}.png";"False";"[]";"";"http://wiki.openstreetmap.org/wiki/WikiProject_Hungary/Ortofot%C3%B3k";"SZTE TFGT - University of Szeged";"http://www.geo.u-szeged.hu/";"";"Szeged_2011"
"Törökbálint ortophoto 2013";"wms";"http://terkep.torokbalint.hu/mapproxy/service?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=ORTO_2013_5CM_2013SZEPT_TAKARASSAL_512_512&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"http://wiki.openstreetmap.org/wiki/WikiProject_Hungary/Ortofot%C3%B3k";"Törökbálint";"http://www.torokbalint.hu/";"[u'EPSG:4326', u'EPSG:900913', u'EPSG:23700', u'EPSG:3857']";"Torokbalint-ortophoto-2013"
"Ireland Bartholomew Quarter-Inch 1940";"tms";"http://geo.nls.uk/maps/ireland/bartholomew/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland Historic Maps";"http://geo.nls.uk/maps/";"";"bartholomew_qi1940"
"Ireland British War Office 1:25k GSGS 3906";"tms";"http://mapwarper.net/layers/tile/101/{zoom}/{x}/{y}.png";"False";"[]";"";"";"Glucksman Map Library, Trinity College Dublin";"http://wiki.openstreetmap.org/wiki/WikiProject_Ireland#Trinity_College_Dublin";"";"GSGS3906"
"Ireland British War Office One-Inch 1941-43 GSGS 4136";"tms";"http://geo.nls.uk/maps/ireland/gsgs4136/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland Historic Maps";"http://geo.nls.uk/maps/";"";"GSGS4136"
"imagico.de OSM images for mapping: Eastern Iceland";"tms";"http://imagico.de/map/osmim_tiles.php?layer=LC82160152013239LGN00&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-LC82160152013239LGN00"
"Lodi - Italy";"wms";"http://sit.provincia.lodi.it/mapserver/mapserv.exe?map=ortofoto_wgs84.map&SERVICE=WMS&VERSION=1.1.1&REQUEST=GetMap&SRS={proj}&LAYERS=Terraitaly%20Ortofoto%202007&STYLES=%2C%2C&FORMAT=image/png&TRANSPARENT=TRUE&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"[u'EPSG:32632', u'EPSG:4326']";"Lodi-Italy"
"Lombardia - Italy (CTR)";"wms";"http://www.cartografia.regione.lombardia.it/ArcGIS10/services/wms/ctr_wms/MapServer/WMSServer?STYLES=&FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=0&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"Regione Lombardia - Infrastruttura per l'informazione territoriale";"http://www.dati.gov.it/iodl/2.0";"[u'EPSG:32632', u'EPSG:4326']";"Lombardia-Italy-CTR"
"Lombardia - Italy (CTR DBT)";"wms";"http://www.cartografia.servizirl.it/arcgis/services/wms/ctr_wms/MapServer/WmsServer?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=CTR_DBT&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"CTR DBT 10000 Regione Lombardia";"http://www.dati.gov.it/iodl/2.0";"[u'EPSG:32632', u'EPSG:4326']";"Lombardia-Italy-CTR-DBT"
"PCN 2006 - Italy";"wms";"http://wms.pcn.minambiente.it/ogc?map=/ms_ogc/WMS_v1.3/raster/ortofoto_colore_06.map&FORMAT=image/png&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=OI.ORTOIMMAGINI.2006.33,OI.ORTOIMMAGINI.2006.32&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"[u'EPSG:4326']";"PCN-Italy-2006"
"PCN 2008 - IT Lazio+Umbria";"wms";"http://wms.pcn.minambiente.it/ogc?map=/ms_ogc/WMS_v1.3/raster/ortofoto_colore_08.map&FORMAT=image/png&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=OI.ORTOIMMAGINI.2008.33&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"[u'EPSG:4326']";"PCN-Lazio_Umbria-2008"
"Sicily - Italy";"wms";"http://map.sitr.regione.sicilia.it/ArcGIS/services/WGS84_F33/Ortofoto_ATA20072008_f33/MapServer/WMSServer?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=0&STYLES=default&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"[u'CRS:84', u'EPSG:4326', u'EPSG:32633']";"Sicily-ATA2007"
"South Tyrol Orthofoto 2011";"tms";"http://geoservices.buergernetz.bz.it/geoserver/gwc/service/wmts/?SERVICE=WMTS&REQUEST=GetTile&VERSION=1.0.0&LAYER=P_BZ_OF_2011_EPSG3857&STYLE=default&TILEMATRIXSET=GoogleMapsCompatible&TILEMATRIX=GoogleMapsCompatible%3A{zoom}&TILEROW={y}&TILECOL={x}&FORMAT=image%2Fjpeg";"False";"[]";"";"";"© Autonomen Provinz Bozen/Provincia Autonoma di Bolzano CC-BY 3.0";"http://geoservices.buergernetz.bz.it/geokatalog/";"";"South-Tyrol-Orthofoto2011"
"South Tyrol Orthofoto 2011 (highres)";"wms";"http://geoservices.buergernetz.bz.it/geoserver/ows?SERVICE=WMS&FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=P_BZ_OF_2011_EPSG3857,P_BZ_OF_2011_20cm_EPSG3857&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"© Autonomen Provinz Bozen/Provincia Autonoma di Bolzano CC-BY 3.0";"http://geoservices.buergernetz.bz.it/geokatalog/";"[u'EPSG:3857']";"South-Tyrol-Orthofoto2011-20cm"
